Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
GNA12		7p22.3-p22.2	AMP	2	71	2.8%	Yes
BABAM1		19p13.11	HOMDEL	1	2405	<0.1%	Yes
SMAD4		18q21.2	HOMDEL	6	3633	0.2%	Yes
GNA11		19p13.3	HOMDEL	13	3601	0.4%	Yes
PTPRD		9p24.1-p23	HOMDEL	15	2720	0.6%	Yes
HIST1H3G		6p22.2	AMP	6	2260	0.3%	Yes
TRAF7		16p13.3	AMP	3	3077	<0.1%	Yes
MPL		1p34.2	HOMDEL	1	3580	<0.1%	Yes
SMAD4		18q21.2	AMP	4	3633	0.1%	Yes
DNMT3B		20q11.21	AMP	4	2418	0.2%	Yes
TP53		17p13.1	AMP	4	3633	0.1%	Yes
SMARCA4		19p13.2	HOMDEL	4	3602	0.1%	Yes
CDK12		17q12	AMP	1	3191	<0.1%	Yes
PTCH1		9q22.32	AMP	7	3633	0.2%	Yes
PLCG2		16q23.3	HOMDEL	15	2331	0.6%	Yes
AGO2		8q24.3	HOMDEL	1	1746	<0.1%	Yes
ERBB4		2q34	HOMDEL	5	3602	0.1%	Yes
HIST1H3I		6p22.1	AMP	5	2253	0.2%	Yes
PBRM1		3p21.1	HOMDEL	11	3464	0.3%	Yes
TAZ		Xq28	AMP	1	659	0.2%	No
DNMT1		19p13.2	AMP	24	2418	1.0%	Yes
SMAD3		15q22.33	AMP	1	2426	<0.1%	Yes
DCUN1D1		3q26.33	AMP	1	2418	<0.1%	Yes
RPL26		17p13.1	AMP	4	410	1.0%	No
NUP93		16q13	AMP	2	2336	<0.1%	Yes
CDC73		1q31.2	AMP	5	3610	0.1%	Yes
HIST1H1C		6p22.2	HOMDEL	8	2492	0.3%	Yes
PNRC1		6q15	AMP	1	2917	<0.1%	Yes
ERF		19q13.2	HOMDEL	5	1746	0.3%	Yes
IRS2		13q34	AMP	14	2511	0.6%	Yes
NEIL1		15q24.2	AMP	1	659	0.2%	No
NECTIN4		1q23.3	AMP	2	659	0.3%	No
KNSTRN		15q15.1	HOMDEL	3	1768	0.2%	Yes
TBX3		12q24.21	AMP	14	2510	0.6%	Yes
HIST1H3H		6p22.1	AMP	5	2253	0.2%	Yes
DDR2		1q23.3	AMP	42	3602	1.2%	Yes
LYN		8q12.1	HOMDEL	1	1755	<0.1%	Yes
FANCA		16q24.3	HOMDEL	18	3602	0.5%	Yes
E2F3		6p22.3	AMP	9	2418	0.4%	Yes
RYBP		3p13	AMP	5	2418	0.2%	Yes
DICER1		14q32.13	AMP	14	3494	0.4%	Yes
SMAD2		18q21.1	AMP	5	3611	0.1%	Yes
DDX3X		Xp11.4	AMP	1	71	1.4%	Yes
HIST2H3D		1q21.2	AMP	23	2253	1.0%	Yes
CSF1R		5q32	AMP	4	2858	0.1%	Yes
CD274		9p24.1	AMP	19	3601	0.5%	Yes
HIST1H2BD		6p22.2	HOMDEL	7	2425	0.3%	Yes
DROSHA		5p13.3	AMP	15	1746	0.9%	Yes
BMPR1A		10q23.2	HOMDEL	9	3493	0.3%	Yes
EPHA3		3p11.1	HOMDEL	2	2921	<0.1%	Yes
TET2		4q24	HOMDEL	1	3580	<0.1%	Yes
TNFRSF11A		18q21.33	AMP	1	98	1.0%	Yes
GNA11		19p13.3	AMP	8	3601	0.2%	Yes
HIST1H3J		6p22.1	HOMDEL	5	2253	0.2%	Yes
HNF1A		12q24.31	AMP	7	3589	0.2%	Yes
MAP3K14		17q21.31	HOMDEL	3	2327	0.1%	Yes
ACVR1		2q24.1	AMP	2	2912	<0.1%	Yes
HIST1H3J		6p22.1	AMP	3	2253	0.1%	Yes
OGG1		3p25.3	AMP	1	659	0.2%	No
SOX2		3q26.33	AMP	4	3580	0.1%	Yes
EP300		22q13.2	AMP	5	3610	0.1%	Yes
NKX3-1		8p21.2	HOMDEL	10	3077	0.3%	Yes
MAP3K14		17q21.31	AMP	2	2327	<0.1%	Yes
GPS2		17p13.1	HOMDEL	13	2253	0.6%	Yes
MAP3K13		3q27.2	HOMDEL	2	2509	<0.1%	Yes
FGF6		12p13.32	AMP	2	85	2.4%	Yes
FRS2		12q15	AMP	7	71	9.9%	Yes
TCF3		19p13.3	HOMDEL	16	3420	0.5%	Yes
ESR1		6q25.1-q25.2	HOMDEL	5	3633	0.1%	Yes
FH		1q43	HOMDEL	7	3496	0.2%	Yes
BTG2		1q32.1	AMP	1	69	1.4%	Yes
ALOX12B		17p13.1	AMP	33	2919	1.1%	Yes
HLA-A		6p22.1	HOMDEL	1	2342	<0.1%	Yes
HOXB13		17q21.32	AMP	7	2918	0.2%	Yes
TENT5C		1p12	AMP	5	3579	0.1%	Yes
HIST1H3F		6p22.2	AMP	5	2253	0.2%	Yes
NFE2L2		2q31.2	AMP	1	3601	<0.1%	Yes
EED		11q14.2	AMP	4	2789	0.1%	Yes
STK19		6p21.33	AMP	4	1746	0.2%	Yes
SERP2		13q14.11	AMP	1	64	1.6%	Yes
AR		Xq12	HOMDEL	11	3633	0.3%	Yes
ERBB2		17q12	HOMDEL	2	3633	<0.1%	Yes
BCL2		18q21.33	HOMDEL	1	3610	<0.1%	Yes
FGFR1		8p11.23	HOMDEL	4	3633	0.1%	Yes
MEN1		11q13.1	HOMDEL	6	3611	0.2%	Yes
SDHB		1p36.13	HOMDEL	3	3567	<0.1%	Yes
TSC1		9q34.13	HOMDEL	3	3633	<0.1%	Yes
HGF		7q21.11	HOMDEL	1	2541	<0.1%	Yes
MAP2K4		17p12	AMP	105	3602	2.9%	Yes
CDKN2B		9p21.3	AMP	3	3602	<0.1%	Yes
SOCS2		12q22	AMP	1	64	1.6%	Yes
NEIL2		8p23.1	HOMDEL	1	659	0.2%	No
MAX		14q23.3	AMP	3	3099	<0.1%	Yes
EGFR		7p11.2	AMP	14	3633	0.4%	Yes
HIST1H3E		6p22.2	HOMDEL	8	2253	0.4%	Yes
PTP4A1		6q12	HOMDEL	2	1746	0.1%	Yes
MST1		3p21.31	HOMDEL	5	2253	0.2%	Yes
FOXA1		14q21.1	AMP	5	3077	0.2%	Yes
PBRM1		3p21.1	AMP	1	3464	<0.1%	Yes
CCND1		11q13.3	AMP	30	3633	0.8%	Yes
PALB2		16p12.2	HOMDEL	3	3632	<0.1%	Yes
ROS1		6q22.1	HOMDEL	5	3632	0.1%	Yes
ICOSLG		21q22.3	HOMDEL	4	2418	0.2%	Yes
NFKBIA		14q13.2	HOMDEL	5	3407	0.1%	Yes
CDK8		13q12.13	HOMDEL	10	3201	0.3%	Yes
MET		7q31.2	AMP	13	3633	0.4%	Yes
RAD51		15q15.1	HOMDEL	8	3191	0.3%	Yes
AMER1		Xq11.2	AMP	4	2510	0.2%	Yes
PTPRD		9p24.1-p23	AMP	7	2720	0.3%	Yes
WWTR1		3q25.1	AMP	8	1746	0.5%	Yes
KEAP1		19p13.2	AMP	26	3464	0.8%	Yes
RAD50		5q31.1	HOMDEL	2	3189	<0.1%	Yes
BIRC3		11q22.2	AMP	21	2358	0.9%	Yes
ANKRD11		16q24.3	HOMDEL	16	2253	0.7%	Yes
CTLA4		2q33.2	HOMDEL	2	3108	<0.1%	Yes
NCOR2		12q24.31	HOMDEL	2	71	2.8%	Yes
BCL2		18q21.33	AMP	6	3610	0.2%	Yes
GNAS		20q13.32	HOMDEL	1	3602	<0.1%	Yes
ZFHX3		16q22.2-q22.3	AMP	4	2253	0.2%	Yes
FH		1q43	AMP	6	3496	0.2%	Yes
PREX2		8q13.2	HOMDEL	1	1753	<0.1%	Yes
DAXX		6p21.32	HOMDEL	4	3169	0.1%	Yes
ERF		19q13.2	AMP	8	1746	0.5%	Yes
NSD3		8p11.23	HOMDEL	2	2438	<0.1%	Yes
DKC1		Xq28	AMP	1	723	0.1%	No
BCL2L1		20q11.21	AMP	12	3496	0.3%	Yes
CHEK2		22q12.1	AMP	6	3602	0.2%	Yes
JAK2		9p24.1	HOMDEL	9	3633	0.2%	Yes
HNF1A		12q24.31	HOMDEL	2	3589	<0.1%	Yes
CCNQ		Xq28	HOMDEL	10	1746	0.6%	Yes
FLCN		17p11.2	HOMDEL	11	3570	0.3%	Yes
CSDE1		1p13.2	AMP	4	1746	0.2%	Yes
XPC		3p25.1	AMP	1	1069	<0.1%	Yes
NSD2		4p16.3	HOMDEL	4	2509	0.2%	Yes
XIAP		Xq25	AMP	3	2418	0.1%	Yes
ARID5B		10q21.2	HOMDEL	15	2425	0.6%	Yes
KIT		4q12	HOMDEL	1	3633	<0.1%	Yes
FAT1		4q35.2	HOMDEL	20	3091	0.6%	Yes
GREM1		15q13.3	AMP	1	3083	<0.1%	Yes
ERG		21q22.2	AMP	9	3201	0.3%	Yes
DUSP4		8p12	AMP	7	1746	0.4%	Yes
ERCC5		13q33.1	HOMDEL	5	3487	0.1%	Yes
CEBPA		19q13.11	AMP	24	3446	0.7%	Yes
ARAF		Xp11.3	HOMDEL	10	3602	0.3%	Yes
RAC1		7p22.1	HOMDEL	2	3108	<0.1%	Yes
IKZF1		7p12.2	HOMDEL	17	3611	0.5%	Yes
NTHL1		16p13.3	HOMDEL	1	2405	<0.1%	Yes
ESR1		6q25.1-q25.2	AMP	37	3633	1.0%	Yes
TOP1		20q12	AMP	5	2562	0.2%	Yes
HIST1H3D		6p22.2	HOMDEL	8	2253	0.4%	Yes
BCL6		3q27.3	HOMDEL	2	3611	<0.1%	Yes
PRDM1		6q21	HOMDEL	15	3610	0.4%	Yes
CALR		19p13.13	HOMDEL	1	2921	<0.1%	Yes
PIK3R2		19p13.11	HOMDEL	2	2539	<0.1%	Yes
GSK3B		3q13.33	AMP	2	2510	<0.1%	Yes
PPP6C		9q33.3	HOMDEL	1	2253	<0.1%	Yes
FYN		6q21	HOMDEL	8	2260	0.4%	Yes
TNFAIP3		6q23.3	HOMDEL	5	3580	0.1%	Yes
CSDE1		1p13.2	HOMDEL	1	1746	<0.1%	Yes
RNF8		6p21.2	AMP	2	659	0.3%	No
BRIP1		17q23.2	AMP	12	3579	0.3%	Yes
DUSP2		2q11.2	AMP	1	67	1.5%	Yes
EIF4E		4q23	AMP	1	2253	<0.1%	Yes
PRKCZ		1p36.33	HOMDEL	2	410	0.5%	No
APH1A		1q21.2	AMP	1	67	1.5%	Yes
JAK3		19p13.11	AMP	6	3633	0.2%	Yes
LINC00894		Xq28	AMP	1	295	0.3%	No
KDM5C		Xp11.22	HOMDEL	6	3464	0.2%	Yes
EGFR		7p11.2	HOMDEL	5	3633	0.1%	Yes
KAT6B		10q22.2	HOMDEL	1	659	0.2%	Yes
AKT3		1q43-q44	AMP	2	3633	<0.1%	Yes
NTRK3		15q25.3	AMP	7	3633	0.2%	Yes
FGF4		11q13.3	HOMDEL	5	2510	0.2%	Yes
ATM		11q22.3	HOMDEL	5	3633	0.1%	Yes
TP53		17p13.1	HOMDEL	184	3633	5.1%	Yes
RET		10q11.21	HOMDEL	22	3633	0.6%	Yes
BABAM1		19p13.11	AMP	8	2405	0.3%	Yes
BLM		15q26.1	HOMDEL	3	3577	<0.1%	Yes
TAP2		6p21.32	AMP	6	1746	0.3%	Yes
FGF19		11q13.3	AMP	19	2532	0.8%	Yes
PRKCI		3q26.2	AMP	5	2824	0.2%	Yes
TGFBR2		3p24.1	HOMDEL	8	2542	0.3%	Yes
FGF14		13q33.1	AMP	3	85	3.5%	Yes
PMAIP1		18q21.32	AMP	3	2418	0.1%	Yes
XPA		9q22.33	HOMDEL	1	1069	<0.1%	Yes
CCND2		12p13.32	HOMDEL	4	3633	0.1%	Yes
RRAS2		11p15.2	AMP	8	1746	0.5%	Yes
DOCK8		9p24.3	HOMDEL	6	659	0.9%	No
FLT1		13q12.3	AMP	2	3611	<0.1%	Yes
IKBKE		1q32.1	HOMDEL	5	2511	0.2%	Yes
HLA-B		6p21.33	AMP	5	1752	0.3%	Yes
DNMT3B		20q11.21	HOMDEL	1	2418	<0.1%	Yes
RECQL4		8q24.3	HOMDEL	2	3372	<0.1%	Yes
NTRK2		9q21.33	HOMDEL	1	3633	<0.1%	Yes
RNF43		17q22	AMP	10	3191	0.3%	Yes
KCNQ1		11p15.5-p15.4	AMP	1	659	0.2%	No
MSH3		5q14.1	AMP	1	1812	<0.1%	Yes
RRAS		19q13.33	HOMDEL	6	1746	0.3%	Yes
NF1		17q11.2	AMP	1	3633	<0.1%	Yes
BLM		15q26.1	AMP	10	3577	0.3%	Yes
MYOD1		11p15.1	AMP	8	2418	0.3%	Yes
HLA-A		6p22.1	AMP	4	2342	0.2%	Yes
MAP2K1		15q22.31	HOMDEL	3	3602	<0.1%	Yes
MTOR		1p36.22	AMP	1	3602	<0.1%	Yes
PREX2		8q13.2	AMP	17	1753	1.0%	Yes
CUX1		7q22.1	HOMDEL	1	1143	<0.1%	Yes
IKZF3		17q12-q21.1	HOMDEL	1	512	0.2%	Yes
PIK3R3		1p34.1	AMP	1	2418	<0.1%	Yes
ASXL2		2p23.3	HOMDEL	4	2425	0.2%	Yes
MAX		14q23.3	HOMDEL	9	3099	0.3%	Yes
IGF1		12q23.2	AMP	25	2507	1.0%	Yes
TMEM127		2q11.2	AMP	11	3077	0.4%	Yes
TET1		10q21.3	HOMDEL	4	3115	0.1%	Yes
RNF43		17q22	HOMDEL	2	3191	<0.1%	Yes
PRKD1		14q12	AMP	4	1746	0.2%	Yes
PTPN11		12q24.13	AMP	13	3602	0.4%	Yes
ZNF217		20q13.2	AMP	4	1154	0.3%	Yes
CSF1R		5q32	HOMDEL	4	2858	0.1%	Yes
CDKN2C		1p32.3	HOMDEL	10	3579	0.3%	Yes
CREBBP		16p13.3	AMP	4	3632	0.1%	Yes
RPS6KA4		11q13.1	AMP	1	2418	<0.1%	Yes
RAD51B		14q24.1	AMP	1	2531	<0.1%	Yes
RHOA		3p21.31	HOMDEL	6	3170	0.2%	Yes
IGF1R		15q26.3	HOMDEL	6	3633	0.2%	Yes
STAT5B		17q21.2	HOMDEL	3	2324	0.1%	Yes
AXL		19q13.2	AMP	16	3632	0.4%	Yes
PTEN		10q23.31	HOMDEL	88	3633	2.4%	Yes
H3F3A		1q42.12	HOMDEL	2	3353	<0.1%	Yes
MECOM		3q26.2	AMP	2	1100	0.2%	Yes
RUNX1		21q22.12	AMP	8	3609	0.2%	Yes
TMPRSS2		21q22.3	HOMDEL	6	3192	0.2%	Yes
EZH2		7q36.1	AMP	2	3602	<0.1%	Yes
CTCF		16q22.1	AMP	4	3169	0.1%	Yes
MBD4		3q21.3	HOMDEL	1	659	0.2%	No
FGF10		5p12	AMP	1	85	1.2%	Yes
PAK1		11q13.5-q14.1	HOMDEL	2	2418	<0.1%	Yes
AKT1		14q32.33	AMP	19	3633	0.5%	Yes
DMD		Xp21.2-p21.1	HOMDEL	1	410	0.2%	No
LMO2		11p13	HOMDEL	1	1100	<0.1%	Yes
NEGR1		1p31.1	HOMDEL	2	2548	<0.1%	Yes
BIRC3		11q22.2	HOMDEL	5	2358	0.2%	Yes
RSPO2		8q23.1	AMP	1	667	0.1%	Yes
ASXL1		20q11.21	AMP	4	3610	0.1%	Yes
SESN1		6q21	HOMDEL	8	1746	0.5%	Yes
MEF2B		19p13.11	HOMDEL	2	3579	<0.1%	Yes
PDGFRA		4q12	HOMDEL	1	3633	<0.1%	Yes
CTLA4		2q33.2	AMP	1	3108	<0.1%	Yes
INPP4B		4q31.21	HOMDEL	2	2498	<0.1%	Yes
ZFHX3		16q22.2-q22.3	HOMDEL	10	2253	0.4%	Yes
SOS1		2p22.1	AMP	1	2405	<0.1%	Yes
AKT3		1q43-q44	HOMDEL	6	3633	0.2%	Yes
FOXL2		3q22.3	AMP	2	3191	<0.1%	Yes
NRAS		1p13.2	AMP	5	3633	0.1%	Yes
RUNX1T1		8q21.3	AMP	5	780	0.6%	Yes
HIST1H2BD		6p22.2	AMP	4	2425	0.2%	Yes
COP1		1q25.1-q25.2	HOMDEL	4	2828	0.1%	Yes
MED12		Xq13.1	AMP	7	3191	0.2%	Yes
YES1		18p11.32	AMP	11	2418	0.5%	Yes
AKT2		19q13.2	AMP	30	3633	0.8%	Yes
EIF4A2		3q27.3	HOMDEL	2	2284	<0.1%	Yes
U2AF1		21q22.3	AMP	9	3592	0.3%	Yes
SDHD		11q23.1	HOMDEL	3	3567	<0.1%	Yes
TERT		5p15.33	HOMDEL	9	3516	0.3%	Yes
IL10		1q32.1	AMP	5	2418	0.2%	Yes
PGR		11q22.1	HOMDEL	5	2284	0.2%	Yes
CENPA		2p23.3	AMP	1	2253	<0.1%	Yes
CD70		19p13.3	AMP	1	100	1.0%	Yes
NCSTN		1q23.2	AMP	1	74	1.4%	Yes
BCL2L1		20q11.21	HOMDEL	1	3496	<0.1%	Yes
RAD51B		14q24.1	HOMDEL	13	2531	0.5%	Yes
ETV6		12p13.2	AMP	15	3609	0.4%	Yes
HIST2H3C		1q21.2	AMP	25	2253	1.1%	Yes
MAP3K1		5q11.2	AMP	5	3579	0.1%	Yes
MAP3K13		3q27.2	AMP	5	2509	0.2%	Yes
PIK3C3		18q12.3	HOMDEL	5	2507	0.2%	Yes
MYOD1		11p15.1	HOMDEL	4	2418	0.2%	Yes
MSI2		17q22	AMP	6	1777	0.3%	Yes
RAD52		12p13.33	AMP	22	3168	0.7%	Yes
BRCC3		Xq28	AMP	1	659	0.2%	No
MAPK1		22q11.22	HOMDEL	10	3582	0.3%	Yes
PTPRS		19p13.3	HOMDEL	2	2418	<0.1%	Yes
SPEN		1p36.21-p36.13	AMP	5	2510	0.2%	Yes
CIC		19q13.2	HOMDEL	6	3200	0.2%	Yes
CDKN2C		1p32.3	AMP	12	3579	0.3%	Yes
NKX2-1		14q13.3	AMP	6	3611	0.2%	Yes
FLT1		13q12.3	HOMDEL	8	3611	0.2%	Yes
ZNF708		19p12	HOMDEL	1	410	0.2%	No
H3F3C		12p11.21	AMP	11	2418	0.5%	Yes
BRCA1		17q21.31	HOMDEL	2	3633	<0.1%	Yes
EZH1		17q21.2	AMP	1	1746	<0.1%	Yes
EGFL7		9q34.3	HOMDEL	8	2418	0.3%	Yes
SYK		9q22.2	AMP	12	2951	0.4%	Yes
CD79A		19q13.2	AMP	9	2377	0.4%	Yes
RAF1		3p25.2	AMP	12	3633	0.3%	Yes
KMT2D		12q13.12	AMP	9	3579	0.3%	Yes
NF1		17q11.2	HOMDEL	45	3633	1.2%	Yes
ZNF703		8p11.23	AMP	2	85	2.4%	Yes
CDC42		1p36.12	AMP	3	1746	0.2%	Yes
CBFB		16q22.1	AMP	5	3200	0.2%	Yes
ARID2		12q12	AMP	20	3577	0.6%	Yes
COP1		1q25.1-q25.2	AMP	17	2828	0.6%	Yes
AURKB		17p13.1	HOMDEL	17	3611	0.5%	Yes
CD79B		17q23.3	AMP	11	3610	0.3%	Yes
CASP8		2q33.1	AMP	1	3168	<0.1%	Yes
RARA		17q21.2	HOMDEL	3	3611	<0.1%	Yes
TERT		5p15.33	AMP	101	3516	2.9%	Yes
RAD54B		8q22.1	AMP	2	659	0.3%	No
INHBA		7p14.1	AMP	7	2337	0.3%	Yes
MLH1		3p22.2	AMP	3	3633	<0.1%	Yes
CCNE1		19q12	HOMDEL	3	3633	<0.1%	Yes
GNAQ		9q21.2	AMP	5	3602	0.1%	Yes
PAX5		9p13.2	AMP	3	3611	<0.1%	Yes
KMT2D		12q13.12	HOMDEL	4	3579	0.1%	Yes
RHBDF2		17q25.1	AMP	1	659	0.2%	No
FYN		6q21	AMP	18	2260	0.8%	Yes
SF3B1		2q33.1	AMP	1	3601	<0.1%	Yes
CDH1		16q22.1	AMP	2	3611	<0.1%	Yes
INHA		2q35	AMP	3	2253	0.1%	Yes
NSD1		5q35.3	HOMDEL	4	3198	0.1%	Yes
CRLF2		Xp22.33 and Yp11.2	AMP	10	3609	0.3%	Yes
CHEK2		22q12.1	HOMDEL	20	3602	0.6%	Yes
INPPL1		11q13.4	HOMDEL	5	1746	0.3%	Yes
CASP8		2q33.1	HOMDEL	1	3168	<0.1%	Yes
MYBL1		8q13.1	AMP	4	1069	0.4%	No
PAK5		20p12.2	HOMDEL	7	2507	0.3%	Yes
NPM1		5q35.1	AMP	6	3611	0.2%	Yes
RXRA		9q34.2	HOMDEL	3	1746	0.2%	Yes
AXL		19q13.2	HOMDEL	2	3632	<0.1%	Yes
CBL		11q23.3	AMP	4	3633	0.1%	Yes
CEBPA		19q13.11	HOMDEL	3	3446	<0.1%	Yes
MDC1		6p21.33	AMP	3	2418	0.1%	Yes
RARA		17q21.2	AMP	2	3611	<0.1%	Yes
NEIL3		4q34.3	AMP	2	659	0.3%	No
MAPKAP1		9q33.3	AMP	1	1746	<0.1%	Yes
CRTC2		1q21.3	AMP	3	410	0.7%	No
MSI2		17q22	HOMDEL	1	1777	<0.1%	Yes
PIK3CA		3q26.32	HOMDEL	1	3633	<0.1%	Yes
UBE2T		1q32.1	HOMDEL	1	659	0.2%	No
VTCN1		1p13.1-p12	HOMDEL	1	2418	<0.1%	Yes
MYB		6q23.3	AMP	4	1108	0.4%	Yes
TRAF2		9q34.3	HOMDEL	8	2358	0.3%	Yes
SMAD3		15q22.33	HOMDEL	4	2426	0.2%	Yes
RAC2		22q13.1	HOMDEL	16	1746	0.9%	Yes
PPARG		3p25.2	HOMDEL	2	2435	<0.1%	Yes
YAP1		11q22.1	AMP	31	3077	1.0%	Yes
HRAS		11p15.5	HOMDEL	11	3602	0.3%	Yes
SDHA		5p15.33	AMP	56	3452	1.6%	Yes
FBXW7		4q31.3	HOMDEL	6	3633	0.2%	Yes
RXRA		9q34.2	AMP	1	1746	<0.1%	Yes
RB1		13q14.2	HOMDEL	217	3633	6.0%	Yes
PHOX2B		4p13	HOMDEL	4	3487	0.1%	Yes
E2F3		6p22.3	HOMDEL	3	2418	0.1%	Yes
CXCR4		2q22.1	HOMDEL	9	3016	0.3%	Yes
VTCN1		1p13.1-p12	AMP	4	2418	0.2%	Yes
CBFA2T3		16q24.3	HOMDEL	1	690	0.1%	Yes
PAK1		11q13.5-q14.1	AMP	9	2418	0.4%	Yes
SOCS1		16p13.13	AMP	11	3579	0.3%	Yes
PDCD1LG2		9p24.1	HOMDEL	8	2922	0.3%	Yes
U2AF1		21q22.3	HOMDEL	4	3592	0.1%	Yes
MSH2		2p21-p16.3	HOMDEL	3	3633	<0.1%	Yes
BRD4		19p13.12	AMP	22	3567	0.6%	Yes
LATS2		13q12.11	AMP	4	2418	0.2%	Yes
POLQ		3q13.33	AMP	1	659	0.2%	Yes
FAF1		1p32.3	HOMDEL	2	64	3.1%	Yes
PHF6		Xq26.2	HOMDEL	1	1143	<0.1%	Yes
CDKN2A		9p21.3	AMP	2	3633	<0.1%	Yes
MAF		16q23.2	AMP	1	756	0.1%	Yes
TNFAIP3		6q23.3	AMP	63	3580	1.8%	Yes
PLK2		5q11.2	AMP	4	2418	0.2%	Yes
IKZF2		2q34	HOMDEL	1	64	1.6%	Yes
CCND3		6p21.1	HOMDEL	2	3633	<0.1%	Yes
PRF1		10q22.1	HOMDEL	2	1069	0.2%	Yes
ATR		3q23	HOMDEL	2	3223	<0.1%	Yes
CSF3R		1p34.3	AMP	1	3311	<0.1%	Yes
ETV4		17q21.31	AMP	2	1184	0.2%	Yes
HIST3H3		1q42.13	HOMDEL	3	2253	0.1%	Yes
PARP1		1q42.12	HOMDEL	4	2509	0.2%	Yes
INHA		2q35	HOMDEL	4	2253	0.2%	Yes
BCL6		3q27.3	AMP	5	3611	0.1%	Yes
IRS1		2q36.3	AMP	2	2418	<0.1%	Yes
EPHB1		3q22.2	HOMDEL	4	2511	0.2%	Yes
TSHR		14q31.1	HOMDEL	4	3167	0.1%	Yes
CARD11		7p22.2	HOMDEL	10	3580	0.3%	Yes
XRCC2		7q36.1	HOMDEL	5	2920	0.2%	Yes
AXIN2		17q24.1	HOMDEL	1	3077	<0.1%	Yes
INSR		19p13.2	AMP	32	2456	1.3%	Yes
ETV5		3q27.2	AMP	2	1184	0.2%	Yes
RIT1		1q22	AMP	27	3077	0.9%	Yes
RAD52		12p13.33	HOMDEL	5	3168	0.2%	Yes
CDKN1B		12p13.1	AMP	20	3632	0.6%	Yes
PRPF40B		12q13.12	AMP	1	410	0.2%	No
TNFRSF14		1p36.32	HOMDEL	18	2510	0.7%	Yes
BCL7A		12q24.31	AMP	1	98	1.0%	Yes
SMARCD1		12q13.12	HOMDEL	3	2507	0.1%	Yes
HIST1H2BO		6p22.1	HOMDEL	1	74	1.4%	Yes
DOT1L		19p13.3	HOMDEL	14	2511	0.6%	Yes
FGF4		11q13.3	AMP	20	2510	0.8%	Yes
FOXA1		14q21.1	HOMDEL	6	3077	0.2%	Yes
PDGFRB		5q32	HOMDEL	4	3633	0.1%	Yes
MALT1		18q21.32	HOMDEL	2	2355	<0.1%	Yes
FLCN		17p11.2	AMP	115	3570	3.2%	Yes
B2M		15q21.1	HOMDEL	10	3561	0.3%	Yes
CDKN1C		11p15.4	AMP	1	1100	<0.1%	No
TET2		4q24	AMP	1	3580	<0.1%	Yes
KDM5A		12p13.33	HOMDEL	9	3200	0.3%	Yes
NCOR1		17p12-p11.2	AMP	90	2507	3.6%	Yes
TAP1		6p21.32	AMP	6	1746	0.3%	Yes
ADGRA2		8p11.23	AMP	2	84	2.4%	Yes
RUNX1		21q22.12	HOMDEL	1	3609	<0.1%	Yes
FOXP1		3p13	AMP	3	2527	0.1%	Yes
TNFRSF14		1p36.32	AMP	1	2510	<0.1%	Yes
EIF4A2		3q27.3	AMP	5	2284	0.2%	Yes
JAK2		9p24.1	AMP	21	3633	0.6%	Yes
USP8		15q21.2	AMP	2	659	0.3%	Yes
STK11		19p13.3	HOMDEL	13	3633	0.4%	Yes
TYK2		19p13.2	AMP	2	105	1.9%	Yes
PPP4R2		3p13	AMP	3	1746	0.2%	Yes
UPF1		19p13.11	AMP	15	1746	0.9%	Yes
PTPRT		20q12-q13.11	HOMDEL	2	2418	<0.1%	Yes
ERCC5		13q33.1	AMP	8	3487	0.2%	Yes
ECT2L		6q24.1	AMP	1	67	1.5%	Yes
IRS1		2q36.3	HOMDEL	5	2418	0.2%	Yes
SH2D1A		Xq25	HOMDEL	12	3077	0.4%	Yes
PRKN		6q26	AMP	6	3496	0.2%	Yes
SRC		20q11.23	AMP	10	2974	0.3%	Yes
SHOC2		10q25.2	AMP	4	1746	0.2%	Yes
NTRK2		9q21.33	AMP	8	3633	0.2%	Yes
SMARCE1		17q21.2	AMP	1	659	0.2%	Yes
JAK1		1p31.3	AMP	17	3223	0.5%	Yes
FUBP1		1p31.1	HOMDEL	3	2427	0.1%	Yes
ALK		2p23.2-p23.1	HOMDEL	1	3633	<0.1%	Yes
ELF3		1q32.1	AMP	9	1746	0.5%	Yes
EPHA7		6q16.1	HOMDEL	6	2776	0.2%	Yes
PTP4A1		6q12	AMP	5	1746	0.3%	Yes
HIST1H3H		6p22.1	HOMDEL	5	2253	0.2%	Yes
MITF		3p13	HOMDEL	7	3611	0.2%	Yes
SESN2		1p35.3	HOMDEL	3	1746	0.2%	Yes
ABRAXAS1		4q21.23	HOMDEL	3	3083	<0.1%	Yes
PIK3CA		3q26.32	AMP	5	3633	0.1%	Yes
NTRK1		1q23.1	AMP	34	3633	0.9%	Yes
ABL1		9q34.12	HOMDEL	3	3611	<0.1%	Yes
AURKB		17p13.1	AMP	44	3611	1.2%	Yes
NCOA3		20q13.12	HOMDEL	1	2253	<0.1%	Yes
PPP2R1A		19q13.41	AMP	6	3191	0.2%	Yes
SPRED1		15q14	HOMDEL	3	1746	0.2%	Yes
ERCC3		2q14.3	AMP	10	3487	0.3%	Yes
FGFR2		10q26.13	HOMDEL	4	3633	0.1%	Yes
GATA4		8p23.1	HOMDEL	2	1078	0.2%	Yes
PIK3CG		7q22.3	HOMDEL	1	2509	<0.1%	Yes
